track_name,artists,year,duration,tempo,track_genre,popularity
This Loving,Limoblaze;Johnny Drille,2021,2:36,101.095,afrobeat,38
Good God,Limoblaze;Ada Ehi,2021,3:35,82.303,afrobeat,37
Helikopter,ODZ;Young Earth Sauce,2021,2:46,90.198,swedish,35
"Bättre Så Här, Pt. 2",Henric Edström,2021,2:14,100.038,swedish,36
心之科學,Joey Yung,2021,3:55,139.83,cantopop,40
Aku Cinta Kau Dan Dia,Endank Soekamti,2021,4:49,110.634,punk-rock,38
東京人壽,Joey Yung,2021,4:16,142.2,cantopop,39
Lush Life - Retro Version,Zara Larsson,2021,3:13,98.05,swedish,52
Dumb,Jubël,2021,3:12,124.023,swedish,66
Hiphappy,El Shaaki;Nitro MC;Donexprs;Flor De Rap;Lechero Mon;jimmy Fernadez;Gedos;Crea BeatBox;Sponer;Delaion,2021,6:31,95.104,dancehall,34
Teu Herói,Weliton O Gordinho;Thiago Aquino,2021,3:21,133.004,forro,41
Primeiro Beijo,Walkyria Santos;Taty Girl,2021,2:58,97.531,forro,40
Se Livra Dele,Unha Pintada,2021,3:13,134.996,forro,41
Behåll dina skor på - Akustisk version,Albin Johnsén,2021,2:52,143.882,swedish,34
I Can Be That Woman,ABBA,2021,4:01,133.932,swedish,57
Underbarn,Anis Don Demina,2021,2:57,178.711,swedish,35
時光倒流一句話,Terence Lam,2021,4:14,133.886,cantopop,48
Question (feat. Don Jazzy),Burna Boy;Don Jazzy,2021,2:48,104.052,dancehall,55
Meia Noite,Chicão dos Teclados,2021,3:07,168.01,forro,40
Smile,Benjamin Ingrosso,2021,3:12,127.033,swedish,64
Black Converse,LOVA,2021,3:06,117.165,swedish,60
Highlife,B.Baby,2021,2:11,125.13,swedish,35
Eu Já Tava Bem,Edy e Nathan,2021,2:24,144.95,forro,40
Mordidinha - Ao Vivo,Os Barões Da Pisadinha,2021,2:23,168.073,forro,40
Just A Notion,ABBA,2021,3:31,131.997,swedish,58
Bättre så här,Henric Edström;Elsa,2021,3:00,75.076,swedish,37
Svensson Style,Sean Banan,2021,3:40,131.988,swedish,36
King of Parole,Ajebutter22,2021,3:16,113.008,dancehall,58
Shakara,Ice Prince;CKay,2021,3:20,92.027,dancehall,51
Go Down Deh (feat. Shaggy and Sean Paul),Spice;Sean Paul;Shaggy,2021,2:34,179.978,dancehall,30
Você Me Engana,JM Puxado,2021,2:33,75.015,forro,40
Só Amizade,Vitor Fernandes,2021,3:35,148.007,forro,40
Lance Com Você,Manim Vaqueiro,2021,3:05,155.936,forro,39
失重前幸福,艾薇,2021,3:40,129.961,mandopop,60
Drinking On A Tuesday,Patrick Brasca,2021,3:16,123.054,mandopop,45
Rasen,jon-YAKITORY;Ado,2021,3:51,104.964,anime,55
Fukashigi no Carte - Lofi Version,Kenma,2021,2:19,119.964,anime,49
Blue Bird (Naruto) - Trap Remix,Musicality;mellowthemanic,2021,3:09,153.028,anime,38
path of the wind (my neighbor totoro lofi),luvbyrd,2021,1:32,148.04,anime,42
Torneo Raitai Rap (Yujiro vs Kaku),MegaR,2021,3:01,100.995,anime,34
Baki vs Mohammad Ali Jr. Torneo Raitai Rap,Kballero Rap,2021,2:45,87.255,anime,34
Thor vs. Lu Bu,Adlomusic,2021,4:19,93.004,anime,34
Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,Bynmc;BenderCat,2021,6:06,86.776,anime,33
red swan but it's lofi (attack on titan),kurochuu.,2021,2:36,191.969,anime,41
多喝水,Stephanie Cheng,2021,4:13,139.944,cantopop,45
凡星 (天星銀行airstar音樂劇場主題曲),Panther Chan,2021,4:44,157.847,cantopop,51
神奇的糊塗魔藥,Terence Lam,2021,3:23,91.014,cantopop,49
让浪漫作主,Tanya Chua,2021,4:10,77.74,mandopop,58
旅人の唄,大原ゆい子,2021,4:24,136.98,anime,43
愛我的時候,Eric Chou;單依純,2021,3:44,75.39,mandopop,58
裹著心的光,JJ Lin,2021,4:33,135.936,mandopop,53
對等關係 (feat. 張惠妹),Ronghao Li;A-Mei Chang,2021,5:27,130.027,mandopop,57
特倫斯夢遊仙境,Terence Lam,2021,3:44,124.053,cantopop,46
難道喜歡處女座,Terence Lam,2021,3:09,129.969,cantopop,49
因講了出來,my little airport,2021,2:41,104.951,cantopop,31
離開你以後 - 電影《你的婚禮》插曲,Eric Chou,2021,5:09,154.969,mandopop,59
Don't Shut Me Down,ABBA,2021,3:56,99.991,swedish,55
No Tomorrow (Bonus Track),Rasmus Hagen;iamsimon,2021,2:33,109.996,swedish,55
Dudu,Nivaldo Marques,2021,2:51,126.058,forro,39
Ousadia de Vaqueiro,Caninana;Tarcísio do Acordeon,2021,3:06,160.02,forro,39
Håll Mig Hårt,Henric Edström;Hilda Juhlin,2021,2:34,77.651,swedish,36
Na Dor e no Prazer,Desejo De Menina,2021,1:51,164.232,forro,39
Meu Neguinho,Limão Com Mel;Taty Girl,2021,3:12,112.092,forro,39
Vaqueiro É Pressão,Josué Bom de Faixa,2021,2:16,81.004,forro,40
明け星,LiSA,2021,4:29,94.952,anime,50
Love Me True,Power Station,2021,5:13,148.009,mandopop,51
勿念,Yoyo Sham,2021,3:26,135.854,cantopop,49
人類群星閃耀時,Jer 柳應廷,2021,5:46,76.485,cantopop,51
Talk About Love (feat. Young Thug),Zara Larsson;Young Thug,2021,3:19,151.825,swedish,50
Weekend Vibe,Jubël,2021,2:46,110.026,swedish,65
Överdos,Daniela Rathana;Zikai,2021,2:25,59.817,swedish,36
Crash,Clara Mae,2021,3:10,159.981,swedish,53
Ett Paradis Utan Änglar,JB;IMAN,2021,2:56,99.973,swedish,36
Amarok,Japãozin,2021,2:15,160.034,forro,40
If You Ever Forget That You Love Me,Isak Danielson,2021,3:22,75.793,swedish,45
Cabaré,Chicão dos Teclados,2021,1:51,168.047,forro,39
Esperando Você,Desejo De Menina,2021,2:07,164.15,forro,39
Vamos Falar de Amor - Ao Vivo,Malla 100 Alça,2021,4:12,160.012,forro,39
No Lie,Sean Paul;Dua Lipa,2021,3:41,102.044,dancehall,40
Bound by Blood,Rustage;Shwabadi;Connor Quest!,2021,3:13,125.039,anime,44
Carro Rebaixado,Japãozin,2021,2:24,169.944,forro,38
Desbloqueado,Kevi Jonny,2021,3:26,139.89,forro,39
MISSIONARY,ØZI,2021,3:00,97.972,mandopop,43
終究還是因為愛,TRASH,2021,4:45,126.027,mandopop,62
It’s OK To Be Sad,Janice Vidal,2021,3:59,156.199,cantopop,47
千寻 - 电视剧《千古玦尘》插曲,A-Lin,2021,4:37,170.03,mandopop,41
Free My Mind,Omah Lay,2021,2:55,94.893,dancehall,52
Confusão,Nêgo Jhá,2021,1:50,135.074,forro,39
Véia Que Me Banca,Paulo Pires,2021,2:11,157.815,forro,40
Para de Chorar,Avine Vinny,2021,3:44,143.958,forro,40
Morena,Filip Mota;Saint's Búho,2021,3:22,95.997,dancehall,34
50 Tons de Cinza,Pedrinho Pisadinha,2021,2:42,176.047,forro,39
Volta Amor,Robério e Seus Teclados,2021,4:16,90.995,forro,39
思念即地獄,Jay Fung,2021,4:00,71.659,cantopop,48
DROP,美波,2021,5:02,91.609,anime,50
"Unravel (From ""Tokyo Ghoul"")",Palademix;Nostalgic,2021,2:48,104.996,anime,41
Vulgo Malvadão (feat. mc jhenny) - Ao Vivo,Biu do Piseiro;mc jhenny,2021,1:49,170.05,forro,39
Baki Rap. El Campeón,MegaR,2021,2:49,89.856,anime,34
Pilares Rap. Los Guardianes de la Noche,MegaR,2021,5:47,109.903,anime,34
3分29秒,Hitorie,2021,3:30,101.27,anime,52
Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,2021,3:23,179.597,mandopop,53
Little Things,ABBA,2021,3:08,75.978,swedish,57
Villkorligt frigiven,Alex Ceesay,2021,3:54,169.767,swedish,37
Duro,Lion Fiah;Saybor;La Corte Music,2021,2:56,95.04,dancehall,34
Break With Me,shy martin,2021,2:35,138.084,swedish,51
Uma Estrela,Desejo De Menina,2021,1:30,152.093,forro,38
Por um Minuto,Chicão dos Teclados,2021,3:43,168.066,forro,39
Tô na Vaquejada,Biu do Piseiro,2021,3:14,170.011,forro,40
Farsante,Zé Vaqueiro Estilizado,2021,2:57,150.007,forro,38
Tô Solteiro Tô Largado,Washington Brasileiro,2021,2:07,112.049,forro,39
Å vi e AIK,Olle Ljungström;Niklas Strömstedt;Robert Broberg;Dogge Doggelito;Patrik Isaksson;Helena af Sandeberg;César Vidal;Fjodor;Camilla Henemark;Patrik Arve (Swedish Tiger),2021,4:21,76.843,swedish,37
Rasta svinet,2 Blyga Läppar,2021,3:02,149.898,swedish,38
一表人才,Edan 呂爵安;Feng Ze,2021,4:19,135.897,cantopop,56
先哭為敬,Joyce Cheng,2021,4:10,146.041,cantopop,48
愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,2021,3:52,149.969,mandopop,64
Volta Marcada,Avine Vinny;Japinha Conde,2021,2:28,129.947,forro,39
Arranhão,Kevi Jonny,2021,2:23,138.108,forro,39
A Roça ou a Cidade (Da Roça Pra Cidade) - Ao Vivo,Os Barões Da Pisadinha,2021,3:00,172.201,forro,39
Pega na Cabeça,Psirico,2021,2:41,150.146,forro,39
Cabaré,Anderson & Vei da Pisadinha,2021,2:15,169.859,forro,38
Adultério,Japãozin,2021,1:47,155.905,forro,38
Online,Kevi Jonny,2021,3:33,142.107,forro,39
Rebola Lentin (feat. Mc Kaio),Bonde do gato preto;Mc Kaio,2021,2:07,140.072,forro,38
Falta de Amor Não É,Washington Brasileiro,2021,2:47,174.099,forro,38
LA Strip Joint,Mwuana,2021,3:02,151.932,dancehall,36
Lembrando de Você,Eric Land,2021,3:23,79.97,forro,39
Ponto Final,Limão Com Mel;Tarcísio do Acordeon,2021,3:26,117.029,forro,38
Don't Call Me (feat. Zinoleesky),Lil Kesh;Zinoleesky,2021,2:58,117.986,dancehall,56
風的形狀,Yoyo Sham,2021,3:26,153.02,cantopop,48
共同望銀河那時,C AllStar,2021,4:32,139.97,cantopop,37
你不屬於我 - 《比悲傷更悲傷的故事》影集版片尾曲,Eric Chou,2021,5:22,75.168,mandopop,65
Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,2021,3:23,179.597,mandopop,52
KÄR,Santo;OLIVIA VENNER,2021,2:43,141.183,swedish,38
Hon,Ellen Bergelin,2021,3:27,79.934,swedish,38
1:a pris,Miss Li,2021,3:06,113.898,swedish,38
Fraction,Rasmus Hagen;ALIUS,2021,3:15,142.996,swedish,52
Eloise,Maxida Märak,2021,2:54,134.051,swedish,40
Lonely In A Crowd (feat. Joakim Berg),Miriam Bryant;Joakim Berg,2021,3:39,96.98,swedish,38
Veneno,Limão Com Mel,2021,3:35,91.954,forro,37
Fica Comigo,Limão Com Mel;Japinha Conde,2021,3:34,117.956,forro,37
Sere - Remix,SPINALL;Fireboy DML;6LACK,2021,3:14,110.016,dancehall,60
KOLO (feat. Oxlade),Ice Prince;Oxlade,2021,2:48,103.715,dancehall,61
Sign (Naruto Shippuden),Otaku,2021,1:57,79.998,anime,51
"Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]",Rustage;NerdOut;Lex Bratcher;Shao Dow,2021,3:35,157.099,anime,40
假使世界原來不像你預期,Charmaine Fong,2021,4:31,139.925,cantopop,42
"如果可以 - 電影""月老""主題曲",WeiBird,2021,4:34,74.969,mandopop,71
4 da Manhã,Vitor Fernandes,2021,2:28,155.995,forro,38
Eu Te Amo,Edson Lima e Gatinha Manhosa,2021,3:16,179.008,forro,38
Adeus Nunca Mais,Edson Lima e Gatinha Manhosa,2021,4:06,100.031,forro,38
Hal som en tvål (Akustisk Live),Elov & Beny,2021,2:31,124.97,swedish,38
Tunna kläder,Daniel Adams-Ray;Erik Lundin,2021,3:11,144.482,swedish,38
Jag går runt i solen - Lassemans altan,Arvingarna,2021,3:20,122.988,swedish,38
Sockenplan Revisited,David Ritschard,2021,4:27,95.988,swedish,40
Nasceu pra Brilhar,Luan Estilizado;Alanzim Coreano,2021,2:48,149.977,forro,38
Romance Desapegado,Chicão dos Teclados,2021,2:13,136.927,forro,38
Estrago da Saudade,Henry Freitas,2021,2:38,158.058,forro,38
AntiSystem's,jon-YAKITORY;Ado,2021,3:31,94.956,anime,55
Cloudy Springs,Kainbeats;softy,2021,2:25,136.11,anime,55
Pokémon Theme,Kato,2021,1:39,130.048,anime,45
先哭為敬,Joyce Cheng,2021,4:10,145.962,cantopop,47
Lose Control,JJ Lin,2021,4:14,100.077,mandopop,55
好不容易 (《華燈初上》片尾曲),告五人,2021,4:55,173.652,mandopop,65
On Our Way,The Royal Concept,2021,3:14,130.944,swedish,53
Don't Shut Me Down,ABBA,2021,3:58,99.993,swedish,62
Det stora röda huset - med Kungliga Filharmonikerna,Benjamin Ingrosso;Royal Stockholm Philharmonic Orchestra,2021,3:06,85.287,swedish,39
When You Danced With Me,ABBA,2021,2:50,88.001,swedish,59
Devendo e Luxando,Forró Ideal,2021,2:26,142.92,forro,38
Uma Vez e Nunca Mais,Desejo De Menina,2021,1:53,80.028,forro,37
Sinto Falta de Você,Desejo De Menina,2021,1:20,83.982,forro,37
Oh Moça,Edy e Nathan;Luan Estilizado,2021,3:24,151.785,forro,37
Mostra,Henry Freitas,2021,2:28,160.013,forro,38
Seu Bebê Tá Bebo - Ao Vivo,Os Barões Da Pisadinha,2021,2:24,172.142,forro,38
Pede que Eu Te Dou (feat. Mc Dricka),Biu do Piseiro;Mc Dricka,2021,1:59,172.995,forro,38
crazy,Talitha.;OXLEE,2021,2:38,94.092,malay,52
M.I.A (feat. Jackson Wang),Afgan;Jackson Wang,2021,2:58,113.954,malay,47
閣愛妳一擺,EggPlantEgg,2021,4:38,133.921,mandopop,66
I Discover,Felix Da Housecat;Chris Trucher,2021,2:35,126.027,chicago-house,36
Promised Land - Kiko Franco Remix,Joe Smooth;Kiko Franco,2021,3:41,124.024,chicago-house,31
Te Amo (feat. Dan Lellis),Neto LX;Dan Lellis,2021,3:07,168.01,forro,38
Tentando Me Evitar,Walkyria Santos;Desejo De Menina,2021,3:57,99.948,forro,38
Vai dar Caô,Paulo Pires,2021,2:08,154.788,forro,38
Nunca Vai Ser Eu - Ao Vivo,Os Barões Da Pisadinha,2021,2:26,172.073,forro,37
Para Tudo,Thiago Jhonathan (TJ);João Bosco e Gabriel,2021,3:07,167.925,forro,37
Me dói te ver sem mim,Vitor Fernandes,2021,2:31,156.008,forro,38
A Maior Saudade,Silvanno Salles,2021,3:47,139.006,forro,37
Amor Calado,Márcia Fellipe;Raí Saia Rodada,2021,2:49,130.157,forro,38
22 godziny,Muchy,2021,4:07,106.018,punk-rock,36
Tsukuyomi,Khantrast;Musicality,2021,1:46,143.15,anime,46
Cry Baby but is it okay if it's lofi?,Kijugo,2021,2:04,80.02,anime,42
Akatsuki,Beau.,2021,2:08,120.215,anime,43
足跡,the peggies,2021,3:47,163.936,anime,50
ないない,ReoNa,2021,4:14,130.047,anime,53
Wheels on the Bus,CoComelon,2021,3:27,125.021,children,52
Hickory Dickory Dock,CoComelon,2021,2:24,119.963,children,56
Kathal Fobia,Havoc Brothers,2021,4:32,102.986,malay,34
Innalekalil - Treadmill Mix,Niranj Suresh,2021,3:20,122.97,malay,31
Ať seš punk,Tři Sestry,2021,3:33,75.092,punk-rock,35
Kannama,Arvind Raj;Sheezay;Music Kitchen;Psychomantra,2021,4:12,92.983,malay,35
Tanggima,Santesh;Sabesh Manmathan,2021,3:32,95.053,malay,32
"Manju Thullikal from "" Four"" - From "" Four""",Najim Arshad;Bijibal,2021,3:31,150.013,malay,32
Enna Marakkaadheenga,Gersson Edinbaro,2021,3:55,131.993,malay,31
Nenjame Unplugged - Recreated Version,Gowry Lekshmi,2021,2:40,130.031,malay,30
Baki,Vxnity,2021,1:24,82.473,anime,34
Umění,Wohnout,2021,3:18,127.049,punk-rock,35
Kyouran Hey Kids but is it okay if it's lofi?,Kijugo,2021,1:42,125.017,anime,45
春はゆく,Aimer,2021,5:05,80.035,anime,52
Polaris but is it okay if it's lofi?,Kijugo,2021,1:59,145.039,anime,44
阿拉斯加海湾,Priscilla Abby,2021,3:57,117.814,malay,58
BROKEN,BiSH,2021,4:27,174.125,anime,35
Skyline,Hanumankind,2021,4:26,111.005,malay,32
Thaniye,Niranj Suresh,2021,3:39,89.93,malay,31
Baby Shark,CoComelon,2021,2:07,199.956,children,64
Baa Baa Black Sheep,CoComelon,2021,2:27,199.955,children,49
Viva Voz,Kevi Jonny,2021,2:32,134.943,forro,38
Sexta-Feira - Ao Vivo,Os Barões Da Pisadinha,2021,2:06,172.052,forro,37
Casinha La do Fundo,Soró Silva,2021,3:14,174.027,forro,37
Boku no Sensou,Shinsei Kamattechan,2021,4:40,144.014,alt-rock,66
I Follow Rivers - The Magician Remix,Lykke Li;The Magician,2021,4:39,122.031,swedish,63
Leviana,Kevi Jonny,2021,3:31,136.906,forro,37
"Não, Não Para",Henry Freitas,2021,2:28,153.949,forro,37
Case-se Sabendo,Vitor Fernandes,2021,3:03,150.015,forro,37
Quando a Saudade Bater - Ao Vivo,Os Barões Da Pisadinha,2021,2:32,167.974,forro,37
Para Sempre em Meu Viver,Desejo De Menina,2021,1:46,184.288,forro,37
Um Dia,Limão Com Mel;Mara Pavanelly,2021,3:24,159.949,forro,37
Guren No Yumiya (Attack On Titan),Otaku,2021,1:36,140.002,anime,53
Pidivaatham - Acoustic Version,Buggimaan,2021,2:55,95.918,malay,35
Zankyou Sanka,Danie Green,2021,3:05,170.953,anime,34
Oru Nokku Kaanuvan - Recreated Version,Bharath Sajikumar,2021,5:00,119.546,malay,31
Akalukayo,Pina Colada Blues;Mridul Anil,2021,4:46,119.943,malay,31
Pularikal,Pina Colada Blues;Aromal Chekaver,2021,3:52,79.99,malay,30
Iravukal/Nights,Pina Colada Blues;XACHIN;GWS,2021,4:08,129.984,malay,30
So Mi Like It,Spice,2021,2:34,120.554,dancehall,54
Whine It,Jahyanai;Timal,2021,2:41,109.799,dancehall,36
Saknar dig nog mer än jag har saknat någon någonsin förut,Miss Li,2021,3:54,155.934,swedish,41
KK,250 kg kärlek;F.E.S.T;Sofie Svensson,2021,2:45,126.002,swedish,43
Não Perde Um Stories Meu,Taty Girl,2021,3:11,159.787,forro,36
Me Entreguei Demais,Chicão dos Teclados,2021,2:05,136.884,forro,37
Dip,Stefflon Don;Ms Banks,2021,2:18,142.019,dancehall,53
The Path of the wind,Otaku,2021,1:42,74.988,anime,55
Overlord,Rustage;Burefu,2021,2:55,79.94,anime,45
Itsy Bitsy Spider,CoComelon,2021,2:09,100.042,children,49
Old MacDonald,CoComelon,2021,2:27,199.841,children,48
Finger Family,CoComelon,2021,2:16,119.983,children,46
"One Potato, Two Potatoes",CoComelon,2021,1:58,129.996,children,45
"Row, Row, Row Your Boat",CoComelon,2021,2:15,150.097,children,48
Enna Vilai Azhage,Rahul Rajeev,2021,2:58,104.878,malay,36
I Still Have Faith In You,ABBA,2021,5:09,75.041,swedish,52
Raindance,Hov1,2021,2:43,122.025,swedish,40
Dane-se,Kevi Jonny,2021,2:15,128.149,forro,37
Forever in My Mind,COY,2021,1:48,107.005,french,61
If You Had My Love,TWOPILOTS;De Hofnar,2021,2:54,113.99,french,68
Pink Soldiers,Boris Way,2021,2:15,123.021,french,66
Fever,Luca;Nina Carr,2021,2:53,106.818,french,65
Feel This Way,Lonely in the Rain;Panama,2021,3:40,124.014,french,65
Sunny Day,MR TOUT LE MONDE,2021,3:12,119.998,french,70
AOTF-s1,Hiroyuki Sawano,2021,7:57,91.065,anime,42
She Said (Big Jet Plane),Trinix;Queen D,2021,2:53,108.026,french,71
Give It To Me - Full Vocal Mix,Matt Sassari,2021,1:42,126.027,french,79
I Still Have Faith In You,ABBA,2021,5:10,74.278,swedish,61
Mcdonalds,Albatraoz,2021,2:07,204.151,swedish,41
En Riktig Man,Elov & Beny,2021,2:46,119.961,swedish,40
Dalarna,Moonica Mac,2021,4:00,117.893,swedish,41
Looking At U,Mike Perry,2021,2:47,105.981,swedish,59
Save Me Now,Mike Perry;Isak Danielson,2021,3:16,125.189,swedish,62
Electric Feel,TEEMID,2021,3:33,100.106,french,64
If You Had My Love (Kav Verhouzer Remix),TWOPILOTS;De Hofnar;Kav Verhouzer,2021,2:38,122.968,french,71
Does It Mean I Love U,Friends & I,2021,2:30,108.005,french,61
Kattu Vannu,Sajeer Koppam,2021,4:42,140.003,malay,36
Mellisaye,Nikhil mathew,2021,2:46,109.816,malay,36
Kattil Thaniye,Renjini Renjith;Rakesh Kesavan,2021,4:37,179.583,malay,35
Sinking Fatigue,Raimu,2021,3:18,80.455,anime,53
Humpty Dumpty,CoComelon,2021,2:08,115.004,children,47
Minni,V3K;ThirumaLi,2021,3:16,104.086,malay,33
Nagavalli - Reprise Version,Bharath Sajikumar,2021,3:29,153.944,malay,37
Chenthamare,Sajeer Koppam,2021,4:09,75.764,malay,36
Certified Indian Actresses (C.I.A),Arvind Raj;Music Kitchen,2021,3:26,100.041,malay,45
Aaro Nenjil - Desi Mix,Gowry Lekshmi,2021,4:09,130.046,malay,36
AARDA?,ThirumaLi;Thudwiser,2021,3:46,145.931,malay,36
Neeyillathe,Sajeer Koppam,2021,4:56,126.027,malay,38
"Deadman's Anthem (From ""Vikrant Rona"")",Niranj Suresh;B. Ajaneesh Loknath,2021,1:12,97.565,malay,37
SPARK-AGAIN,Aimer,2021,4:02,90.036,anime,54
Samidare,Feora,2021,3:30,129.93,anime,36
Kyun? (feat. Mridul Anil),Pina Colada Blues;Mridul Anil,2021,3:39,120.043,malay,33
Pinnenthe Enthe Mulle,K. S. Harisankar,2021,4:40,144.904,malay,33
Sikki Sikki Thavikiren,Psychomantra;Dhilip Varman;Thor Nishanlee,2021,4:47,102.972,malay,39
Kozhi Paattu,GWS;Dan Pearson;Dhanwin K B,2021,3:24,87.966,malay,33
Kannetha Dooratholam,Sachin Warrier,2021,4:02,98.97,malay,35
Arutharuthu,Project Malabaricus;Sithara Krishnakumar,2021,4:27,130.023,malay,35
London Bridge Is Falling Down,CoComelon,2021,2:05,149.977,children,46
Five Little Monkeys Jumping on the Bed,CoComelon,2021,2:49,119.925,children,47
Call Me Papi (feat. Dawty Music),Feder;Ofenbach;Dawty Music,2021,2:20,120.949,french,58
Move Me,Lavern,2021,2:20,120.032,french,63
Love Me Land,Zara Larsson,2021,2:40,107.88,swedish,54
Feelings,shy martin,2021,2:49,115.993,swedish,55
Feels Like Paradise,Lonely in the Rain;Madeline,2021,3:14,115.013,french,58
Amour plastique,Videoclub,2021,3:47,119.938,french,62
Broken Waves,Indigo Pool;Mushroom People,2021,2:26,105.02,french,62
The One,Jane Good;Samuel Miller,2021,2:05,114.986,french,64
Hangin Up,Lonely in the Rain;De Rien,2021,3:04,111.824,french,59
Menghilang dan Berarti,Threesixty Skatepunk,2021,4:32,129.88,punk,40
"Karinthol (From ""Rrr"")",K. S. Harisankar;Yazin Nizar;Maragadhamani,2021,3:34,160.043,malay,42
The Flash Theme (At the Speed of Force),Samuel Kim,2021,3:15,159.946,anime,38
Genghis,Hanumankind,2021,3:00,164.042,malay,39
Thamburati,Reyan;Melvin,2021,2:58,201.985,malay,42
"MPC, Part II (La rivière)",Luv Resval,2021,5:29,92.027,french,41
Chekuthan,Ribin Richard;Nihal Sadiq,2021,2:48,149.958,malay,52
Ninavake,Sajeer Koppam,2021,5:01,76.612,malay,49
Jeevana,K. S. Harisankar;Swathy Manu;Vijin Cholakkal,2021,4:19,114.502,malay,52
Chayapattu,Project Malabaricus;Sithara Krishnakumar,2021,2:29,141.006,malay,39
Veyil,Aromal Chekaver,2021,3:05,139.706,malay,43
"Salaga (Title Track) - From ""Salaga""",Yogi B;Charan Raj;Sharath;Sanjith Hegde,2021,4:35,177.786,malay,46
Open Your Wings (Chirakukal Mulakkuvan),Rohit Gopalakrishnan;MC Mushti;Jazadin;Kalai Mk,2021,3:52,139.748,malay,46
Innalekalil,Niranj Suresh,2021,3:12,123.041,malay,47
Ajitha Hare,Gowry Lekshmi,2021,2:54,84.954,malay,44
Jack El Destripador vs. Hercules,Adlomusic,2021,5:29,89.984,anime,35
youseebiggirl but it's lofi (attack on titan),kurochuu.,2021,2:34,77.997,anime,43
Kataware Doki but is it okay if it's lofi?,Kijugo,2021,3:12,119.986,anime,43
DAMNSON,Hanumankind,2021,2:30,158.992,malay,41
Hey Nima,Fejo,2021,2:44,129.979,malay,37
Katturumbu,Sangeeth,2021,4:56,84.17,malay,37
Llego en Alta Gama,Balbi El Chamako;Forest;Bayriton;King Savage,2021,6:47,115.997,latino,40
Me Guille,Simon la Letra,2021,3:14,104.985,latino,39
El Incomprendido,Farruko;Victor Cardenas;Dj Adoni,2021,4:27,128.019,latino,71
Panipaali-2,NJ,2021,3:38,99.001,malay,44
Thee Minnal,Marthyan;Sushin Shyam,2021,2:12,127.002,malay,45
Kamini,K. S. Harisankar;Arun Muraleedharan,2021,3:58,100.068,malay,52
Baawra Mann Dekhne Chala Ek Sapna,Noel Toms,2021,2:45,104.066,malay,53
If I Ruled The World,Mike Perry;Mila Josef,2021,2:51,124.772,swedish,61
Now You Know,MR TOUT LE MONDE;Nounours,2021,2:49,93.378,french,59
Rise Up,Mellowdy,2021,2:31,115.992,french,60
Remember These Days,Alex Keeper,2021,2:34,115.983,french,61
Say It Right - ILURO Remix,Mangoo;Behmer;Lunis;ILURO,2021,2:13,124.017,swedish,60
No One Like You,Lonely Night,2021,2:23,122.039,french,56
Different Ways,Altero,2021,2:32,105.018,french,56
Destiny,Lonely Night,2021,2:00,121.94,french,56
Never Known,MR TOUT LE MONDE,2021,3:00,119.939,french,60
Tertawa,Stand Here Alone,2021,2:43,103.998,punk,38
Chekuthan (Reprise),Ribin Richard;Nihal Sadiq,2021,1:40,75.474,malay,60
Kannod Kannod,Sajeer Koppam,2021,5:18,150.011,malay,49
Aaro Nenjil,Gowry Lekshmi,2021,4:27,129.866,malay,56
Kappe Varroh,Havoc Brothers,2021,3:12,145.057,malay,56
"Pinnenthe Enthe Mulle - From ""Ellam Sheriyakum""",K. S. Harisankar;Ouseppachan,2021,4:40,144.904,malay,50
Thee Minnal,Marthyan;Sushin Shyam,2021,2:12,127.002,malay,50
Dreaming,Thunder,2021,2:18,114.006,french,60
Habibi - German Remix,Ricky Rich;Dardan;Zuna,2021,3:15,117.972,swedish,63
WOW,Zara Larsson,2021,2:59,77.45,swedish,54
Habibi - German Remix,Ricky Rich;Dardan;Zuna,2021,3:15,117.972,swedish,46
The Sun,Myd,2021,3:27,126.014,french,66
Hello,MR TOUT LE MONDE,2021,4:09,119.876,french,60
Me & U,TWOPILOTS,2021,2:54,118.012,french,64
Somebody to Hate,PLÜM,2021,2:59,112.997,french,58
All I Want,RAINBOW.,2021,2:48,109.996,french,59
daffodils,wavcrush,2021,2:17,120.043,study,33
Street Of Gold,ShinE,2021,3:03,105.94,study,30
Rooftop Grill,My Ol' Man,2021,2:22,90.005,study,35
modern grooves,slån,2021,1:36,139.876,study,32
Daily Routine,Sless Praismo;Frogman,2021,2:10,80.644,study,32
Relieved,Sless Praismo,2021,2:54,159.752,study,35
Office Vibe,Sless Praismo;Frogman,2021,2:27,92.977,study,34
Loquera,Big Soto,2021,3:01,140.04,latino,39
Blue Lights,Lonely in the Rain;Joel Stewart,2021,3:24,115.037,french,58
Before The Sun,Panta Ray,2021,3:01,115.008,french,57
Roches blanches,Mizmo,2021,2:36,117.019,french,60
LA NOYADE,EDGE;Ratu$,2021,2:56,122.979,french,39
Full moon,Georgio;S.Pri Noir,2021,2:58,150.001,french,37
Intro : The Invitation,ENHYPEN,2021,2:10,67.651,anime,52
Given-Taken - Japanese Ver.,ENHYPEN,2021,3:04,107.986,anime,52
